sex,yob,g2000,g2002,g2004,p2000,p2002,p2004,treatment,cluster,voted,hh_id,hh_size,numberofnames,p2004_mean,g2004_mean,voted_ind
female,1968,yes,yes,yes,no,no,No,Civic Duty,2251,No,40501,2,21,0.047619,0.952381,0
male,1968,yes,yes,yes,no,no,No,Civic Duty,2251,No,40501,2,21,0.047619,0.952381,0
female,1973,yes,yes,yes,no,yes,Yes,Control,2251,No,40502,1,20,0.2,0.75,0
female,1947,yes,yes,yes,yes,no,No,Control,2251,No,40503,2,20,0.2,0.75,0
male,1945,yes,yes,yes,no,no,No,Control,2251,No,40503,2,20,0.2,0.75,0
male,1952,yes,yes,yes,no,yes,No,Control,2251,No,40504,2,21,0,0.8095238,0
female,1953,yes,yes,yes,no,yes,No,Control,2251,No,40504,2,21,0,0.8095238,0
female,1927,yes,yes,yes,no,yes,No,Self,2251,No,40505,2,21,0.0952381,0.952381,0
male,1920,yes,yes,yes,no,no,No,Self,2251,No,40505,2,21,0.0952381,0.952381,0
female,1950,yes,yes,yes,yes,no,No,Civic Duty,2251,No,40506,1,21,0.1428571,0.952381,0
male,1977,yes,yes,yes,no,yes,No,Neighbors,2251,No,40507,2,21,0.1428571,0.952381,0
female,1977,yes,yes,yes,no,no,No,Neighbors,2251,No,40507,2,21,0.1428571,0.952381,0
male,1949,yes,yes,yes,yes,yes,No,Control,2251,No,40508,2,21,0.1904762,0.8571429,0
female,1952,yes,yes,yes,no,yes,No,Control,2251,No,40508,2,21,0.1904762,0.8571429,0
female,1960,yes,yes,yes,no,no,Yes,Control,2251,No,40509,2,21,0.1904762,0.952381,0
male,1954,yes,yes,yes,no,no,Yes,Control,2251,No,40509,2,21,0.1904762,0.952381,0
male,1948,yes,yes,yes,no,yes,No,Neighbors,2251,Yes,40510,2,21,0.1904762,0.952381,1
female,1948,yes,yes,yes,yes,yes,No,Neighbors,2251,Yes,40510,2,21,0.1904762,0.952381,1
female,1950,yes,yes,yes,yes,yes,Yes,Control,2251,Yes,40511,3,21,0.1904762,0.9047619,1
male,1950,yes,yes,yes,yes,yes,Yes,Control,2251,Yes,40511,3,21,0.1904762,0.9047619,1
male,1974,yes,yes,yes,no,yes,No,Control,2251,No,40511,3,21,0.1904762,0.9047619,0
male,1966,yes,yes,yes,no,yes,No,Control,2251,No,40512,2,21,0.0952381,0.952381,0
female,1966,no,no,yes,no,no,No,Control,2251,No,40512,2,21,0.0952381,0.952381,0
female,1966,yes,yes,yes,no,yes,No,Control,2251,No,40513,2,21,0.2380952,0.9047619,0
male,1967,yes,yes,yes,no,yes,No,Control,2251,No,40513,2,21,0.2380952,0.9047619,0
female,1969,yes,yes,yes,yes,yes,No,Self,2251,No,40514,1,21,0.2380952,0.9047619,0
male,1951,yes,yes,yes,no,yes,Yes,Control,2251,Yes,40515,1,21,0.2380952,0.9047619,1
female,1949,yes,yes,yes,no,no,No,Control,2251,No,40516,2,21,0.0952381,0.8571429,0
female,1983,no,no,yes,no,no,No,Control,2251,No,40516,2,21,0.0952381,0.8571429,0
male,1954,yes,yes,yes,no,yes,No,Hawthorne,2251,No,40517,3,21,0.1904762,0.8571429,0
female,1960,yes,yes,yes,no,yes,No,Hawthorne,2251,No,40517,3,21,0.1904762,0.8571429,0
female,1984,no,no,yes,no,no,No,Hawthorne,2251,No,40517,3,21,0.1904762,0.8571429,0
male,1961,yes,yes,yes,no,no,No,Hawthorne,2251,No,40518,1,21,0.0952381,0.9047619,0
male,1971,yes,yes,yes,no,yes,Yes,Control,2252,Yes,40519,2,21,0.2380952,0.952381,1
female,1972,yes,yes,yes,no,yes,No,Control,2252,No,40519,2,21,0.2380952,0.952381,0
male,1948,yes,yes,yes,no,yes,No,Control,2252,No,40520,2,21,0.0952381,0.8095238,0
female,1954,yes,yes,yes,no,yes,No,Control,2252,No,40520,2,21,0.0952381,0.8095238,0
female,1947,yes,no,yes,no,no,No,Civic Duty,2252,No,40521,2,21,0,0.8571429,0
male,1957,yes,yes,yes,yes,no,No,Civic Duty,2252,No,40521,2,21,0,0.8571429,0
female,1960,yes,yes,yes,yes,yes,No,Self,2252,No,40522,1,21,0.0952381,0.8571429,0
male,1953,yes,yes,yes,no,yes,No,Hawthorne,2252,Yes,40523,1,21,0.1904762,0.952381,1
male,1950,yes,yes,yes,no,yes,No,Control,2252,Yes,40524,3,21,0.1904762,0.952381,1
female,1981,yes,yes,yes,no,no,No,Control,2252,No,40524,3,21,0.1904762,0.952381,0
female,1956,yes,yes,yes,no,yes,No,Control,2252,No,40524,3,21,0.1904762,0.952381,0
male,1966,yes,yes,yes,no,no,No,Self,2252,Yes,40525,1,21,0,1,1
male,1947,yes,yes,yes,no,no,No,Control,2252,No,40526,2,21,0,0.952381,0
female,1949,yes,yes,yes,no,no,No,Control,2252,No,40526,2,21,0,0.952381,0
female,1947,yes,yes,yes,no,yes,No,Neighbors,2252,Yes,40527,2,21,0.1428571,0.9047619,1
male,1949,yes,yes,yes,no,no,No,Neighbors,2252,Yes,40527,2,21,0.1428571,0.9047619,1
male,1954,yes,yes,yes,yes,no,No,Neighbors,2252,No,40528,2,21,0.2380952,0.8571429,0
female,1964,yes,yes,yes,yes,no,No,Neighbors,2252,No,40528,2,21,0.2380952,0.8571429,0
male,1982,yes,no,yes,no,no,No,Control,2252,No,40529,4,21,0.3333333,0.952381,0
male,1952,yes,yes,yes,no,no,No,Control,2252,No,40529,4,21,0.3333333,0.952381,0
male,1978,yes,no,yes,no,no,Yes,Control,2252,No,40529,4,21,0.3333333,0.952381,0
female,1952,yes,yes,yes,no,no,No,Control,2252,No,40529,4,21,0.3333333,0.952381,0
female,1951,yes,yes,yes,no,no,No,Control,2252,No,40530,2,21,0.3333333,0.952381,0
male,1951,yes,yes,yes,no,no,Yes,Control,2252,No,40530,2,21,0.3333333,0.952381,0
male,1941,yes,yes,yes,no,no,No,Control,2252,No,40531,1,21,0.2380952,0.9047619,0
male,1950,yes,yes,yes,yes,yes,No,Control,2252,No,40532,2,21,0.1428571,0.9047619,0
female,1955,yes,yes,yes,yes,yes,No,Control,2252,No,40532,2,21,0.1428571,0.9047619,0
male,1963,yes,yes,yes,yes,yes,No,Control,2252,Yes,40533,1,21,0.047619,1,1
male,1950,yes,yes,yes,no,no,No,Hawthorne,2252,No,40534,4,21,0.047619,1,0
female,1983,no,no,yes,no,yes,No,Hawthorne,2252,Yes,40534,4,21,0.047619,1,1
female,1954,yes,yes,yes,no,yes,No,Hawthorne,2252,Yes,40534,4,21,0.047619,1,1
male,1985,no,no,yes,no,no,No,Hawthorne,2252,No,40534,4,21,0.047619,1,0
male,1953,no,yes,yes,no,yes,No,Civic Duty,2252,No,40535,2,21,0.0952381,0.952381,0
female,1955,no,no,yes,no,yes,No,Civic Duty,2252,No,40535,2,21,0.0952381,0.952381,0
male,1950,yes,yes,yes,yes,no,No,Control,2252,No,40536,3,21,0.0952381,0.8095238,0
male,1985,no,no,yes,no,no,No,Control,2252,No,40536,3,21,0.0952381,0.8095238,0
female,1954,yes,yes,yes,no,no,No,Control,2252,No,40536,3,21,0.0952381,0.8095238,0
male,1955,yes,yes,yes,yes,yes,No,Control,2311,Yes,41581,2,21,0.047619,0.9047619,1
female,1964,yes,yes,yes,yes,yes,No,Control,2311,No,41581,2,21,0.047619,0.9047619,0
female,1963,yes,yes,yes,no,no,No,Self,2311,No,41582,2,21,0.1428571,0.952381,0
male,1955,yes,yes,yes,no,no,No,Self,2311,No,41582,2,21,0.1428571,0.952381,0
female,1957,yes,yes,yes,yes,yes,No,Control,2311,No,41583,1,21,0.1428571,0.8571429,0
male,1938,yes,yes,yes,no,yes,Yes,Self,2311,No,41584,2,21,0.1904762,0.8571429,0
female,1940,yes,no,yes,no,yes,Yes,Self,2311,No,41584,2,21,0.1904762,0.8571429,0
male,1935,yes,yes,yes,no,yes,No,Neighbors,2311,Yes,41585,1,21,0.047619,0.952381,1
female,1961,yes,yes,yes,no,yes,No,Hawthorne,2311,No,41586,2,21,0.047619,0.952381,0
male,1960,yes,yes,yes,no,yes,No,Hawthorne,2311,No,41586,2,21,0.047619,0.952381,0
male,1946,yes,yes,yes,no,yes,No,Control,2311,No,41587,2,21,0.047619,0.9047619,0
female,1947,yes,no,yes,no,no,No,Control,2311,No,41587,2,21,0.047619,0.9047619,0
female,1966,yes,yes,yes,no,yes,No,Control,2311,No,41588,2,21,0.047619,0.952381,0
male,1964,yes,yes,yes,no,yes,No,Control,2311,No,41588,2,21,0.047619,0.952381,0
male,1958,yes,yes,yes,yes,no,No,Hawthorne,2311,No,41589,1,21,0,0.9047619,0
male,1960,yes,yes,yes,no,yes,No,Control,2311,No,41590,1,21,0,0.8571429,0
female,1974,no,no,yes,no,no,No,Control,2311,No,41591,2,21,0,0.7619048,0
male,1947,yes,yes,yes,no,yes,No,Control,2311,No,41591,2,21,0,0.7619048,0
female,1968,yes,yes,yes,no,no,No,Control,2311,No,41592,2,21,0,0.7619048,0
male,1967,yes,yes,yes,no,yes,No,Control,2311,No,41592,2,21,0,0.7619048,0
male,1943,yes,yes,yes,no,no,No,Control,2311,No,41593,2,21,0.1428571,1,0
female,1943,yes,yes,yes,no,no,No,Control,2311,No,41593,2,21,0.1428571,1,0
male,1975,yes,yes,yes,no,yes,No,Civic Duty,2311,No,41594,1,15,0.5333334,0.9333333,0
female,1940,yes,yes,yes,no,yes,No,Civic Duty,2311,No,41595,2,21,0.0952381,0.952381,0
male,1936,yes,yes,yes,no,yes,No,Civic Duty,2311,No,41595,2,21,0.0952381,0.952381,0
female,1976,yes,yes,yes,no,yes,No,Control,2311,No,41596,2,21,0.5714286,1,0
female,1949,yes,yes,yes,yes,yes,Yes,Control,2311,Yes,41596,2,21,0.5714286,1,1
female,1977,no,no,yes,no,no,Yes,Control,2311,Yes,41597,2,21,0.7619048,0.952381,1
male,1974,yes,yes,yes,yes,yes,Yes,Control,2311,Yes,41597,2,21,0.7619048,0.952381,1
male,1952,yes,yes,yes,yes,no,Yes,Neighbors,2311,Yes,41598,1,21,0.7142857,0.9047619,1
female,1941,no,yes,yes,no,yes,Yes,Control,2318,No,41707,1,21,0.3333333,1,0
female,1962,yes,yes,yes,no,yes,No,Control,2318,No,41708,2,21,0.4761905,0.8571429,0
male,1961,yes,no,yes,no,no,No,Control,2318,No,41708,2,21,0.4761905,0.8571429,0
male,1947,yes,yes,yes,yes,no,No,Control,2318,No,41709,2,21,0.4761905,0.8571429,0
female,1951,yes,yes,yes,yes,yes,Yes,Control,2318,Yes,41709,2,21,0.4761905,0.8571429,1
female,1958,yes,yes,yes,no,yes,No,Control,2318,No,41710,2,21,0.0952381,0.8095238,0
male,1957,yes,yes,yes,no,no,No,Control,2318,No,41710,2,21,0.0952381,0.8095238,0
male,1952,yes,yes,yes,yes,yes,No,Control,2318,No,41711,2,21,0.1428571,0.8095238,0
female,1959,no,no,yes,no,no,No,Control,2318,No,41711,2,21,0.1428571,0.8095238,0
female,1941,yes,yes,yes,yes,no,No,Hawthorne,2318,No,41712,1,21,0.1428571,0.7619048,0
female,1959,yes,yes,yes,no,no,No,Control,2318,No,41713,2,21,0.0952381,0.7619048,0
male,1947,yes,yes,yes,no,no,No,Control,2318,No,41713,2,21,0.0952381,0.7619048,0
female,1946,yes,yes,yes,no,yes,No,Control,2318,Yes,41714,1,21,0.047619,0.952381,1
male,1944,yes,yes,yes,no,yes,No,Neighbors,2318,No,41715,2,21,0.2857143,0.9047619,0
female,1946,yes,yes,yes,no,no,No,Neighbors,2318,No,41715,2,21,0.2857143,0.9047619,0
female,1953,yes,yes,yes,no,no,No,Self,2318,No,41716,2,21,0.2380952,0.8095238,0
male,1951,yes,yes,yes,yes,yes,No,Self,2318,No,41716,2,21,0.2380952,0.8095238,0
female,1948,yes,no,yes,no,yes,No,Neighbors,2318,No,41717,1,21,0.0952381,0.6666667,0
male,1946,yes,yes,yes,no,yes,Yes,Self,2318,Yes,41718,1,21,0.1904762,0.6190476,1
male,1955,yes,yes,yes,yes,no,No,Control,2318,Yes,41719,1,21,0.4761905,0.8571429,1
male,1948,yes,yes,yes,no,yes,Yes,Control,2318,No,41720,2,21,0.4285714,0.9047619,0
female,1949,yes,no,yes,no,no,No,Control,2318,No,41720,2,21,0.4285714,0.9047619,0
male,1981,yes,no,yes,no,no,No,Hawthorne,2318,No,41721,2,21,0.3333333,0.952381,0
female,1947,yes,yes,yes,no,no,No,Hawthorne,2318,No,41721,2,21,0.3333333,0.952381,0
female,1944,yes,yes,yes,yes,yes,Yes,Control,2318,Yes,41722,4,21,0.3809524,1,1
male,1947,yes,yes,yes,no,yes,Yes,Control,2318,Yes,41722,4,21,0.3809524,1,1
female,1981,no,no,yes,no,yes,No,Control,2318,No,41722,4,21,0.3809524,1,0
female,1983,no,yes,yes,no,yes,No,Control,2318,No,41722,4,21,0.3809524,1,0
female,1964,no,yes,yes,yes,yes,No,Civic Duty,2318,No,41723,1,21,0.4761905,0.952381,0
male,1959,yes,yes,yes,no,yes,No,Civic Duty,2318,No,41724,1,21,0.4761905,0.952381,0
female,1956,no,yes,yes,yes,yes,No,Control,2324,Yes,41815,2,21,0.3333333,1,1
male,1955,no,yes,yes,no,yes,Yes,Control,2324,Yes,41815,2,21,0.3333333,1,1
female,1957,yes,yes,yes,no,no,No,Self,2324,No,41816,2,21,0.3333333,1,0
male,1958,yes,yes,yes,no,no,No,Self,2324,No,41816,2,21,0.3333333,1,0
male,1943,no,yes,yes,no,yes,No,Self,2324,Yes,41817,3,21,0.1904762,1,1
female,1946,no,yes,yes,yes,yes,No,Self,2324,Yes,41817,3,21,0.1904762,1,1
male,1978,no,no,yes,no,no,No,Self,2324,No,41817,3,21,0.1904762,1,0
female,1953,yes,no,yes,no,no,No,Control,2324,No,41818,3,21,0.3809524,0.9047619,0
male,1986,no,no,yes,no,no,Yes,Control,2324,No,41818,3,21,0.3809524,0.9047619,0
male,1956,yes,yes,yes,no,yes,Yes,Control,2324,No,41818,3,21,0.3809524,0.9047619,0
male,1939,yes,yes,yes,yes,yes,Yes,Civic Duty,2324,Yes,41819,2,21,0.1428571,0.7619048,1
female,1949,yes,yes,yes,yes,no,No,Civic Duty,2324,Yes,41819,2,21,0.1428571,0.7619048,1
female,1979,yes,yes,yes,no,yes,No,Control,2324,No,41820,3,21,0.1428571,0.7619048,0
female,1952,yes,yes,yes,no,yes,No,Control,2324,No,41820,3,21,0.1428571,0.7619048,0
male,1948,yes,yes,yes,no,yes,No,Control,2324,Yes,41820,3,21,0.1428571,0.7619048,1
male,1968,yes,yes,yes,yes,yes,No,Control,2324,No,41821,2,21,0.1428571,0.7619048,0
female,1968,yes,yes,yes,no,no,No,Control,2324,No,41821,2,21,0.1428571,0.7619048,0
male,1961,yes,no,yes,yes,no,No,Control,2324,No,41822,2,21,0.3809524,0.9047619,0
female,1965,yes,no,yes,yes,no,Yes,Control,2324,No,41822,2,21,0.3809524,0.9047619,0
male,1955,yes,yes,yes,yes,yes,Yes,Hawthorne,2324,Yes,41823,3,21,0.2857143,1,1
male,1983,no,no,yes,no,no,No,Hawthorne,2324,No,41823,3,21,0.2857143,1,0
female,1957,yes,yes,yes,yes,yes,No,Hawthorne,2324,Yes,41823,3,21,0.2857143,1,1
female,1954,yes,yes,yes,yes,no,No,Control,2324,No,41824,2,21,0.2380952,1,0
male,1951,yes,yes,yes,no,no,Yes,Control,2324,Yes,41824,2,21,0.2380952,1,1
male,1953,yes,yes,yes,no,yes,No,Neighbors,2324,Yes,41825,2,21,0.2857143,1,1
female,1954,yes,yes,yes,no,yes,No,Neighbors,2324,Yes,41825,2,21,0.2857143,1,1
male,1953,no,yes,yes,no,yes,Yes,Hawthorne,2324,Yes,41826,3,21,0.2857143,0.952381,1
male,1984,no,no,yes,no,no,No,Hawthorne,2324,No,41826,3,21,0.2857143,0.952381,0
female,1953,no,yes,yes,yes,yes,No,Hawthorne,2324,Yes,41826,3,21,0.2857143,0.952381,1
male,1950,no,yes,yes,no,yes,Yes,Control,2324,Yes,41827,2,21,0.1428571,0.8571429,1
female,1951,yes,yes,yes,yes,no,No,Control,2324,Yes,41827,2,21,0.1428571,0.8571429,1
male,1943,yes,yes,yes,no,yes,No,Control,2324,No,41828,1,21,0.0952381,0.8571429,0
female,1941,no,yes,yes,yes,no,No,Control,2324,No,41829,1,21,0.1904762,0.9047619,0
male,1980,yes,no,yes,no,no,No,Control,2324,No,41830,3,21,0.1904762,0.9047619,0
male,1951,yes,no,yes,yes,no,No,Control,2324,No,41830,3,21,0.1904762,0.9047619,0
female,1951,yes,yes,yes,yes,no,No,Control,2324,No,41830,3,21,0.1904762,0.9047619,0
female,1982,yes,no,yes,no,no,No,Civic Duty,2324,No,41831,3,21,0.2380952,1,0
female,1948,yes,yes,yes,no,no,Yes,Civic Duty,2324,Yes,41831,3,21,0.2380952,1,1
male,1949,yes,yes,yes,no,no,No,Civic Duty,2324,Yes,41831,3,21,0.2380952,1,1
male,1945,yes,yes,yes,no,yes,Yes,Neighbors,2324,Yes,41832,2,21,0.1904762,1,1
female,1948,yes,yes,yes,no,yes,Yes,Neighbors,2324,Yes,41832,2,21,0.1904762,1,1
male,1977,no,yes,yes,no,yes,No,Neighbors,2357,No,42409,2,21,0.1428571,1,0
female,1949,no,yes,yes,no,yes,No,Neighbors,2357,No,42409,2,21,0.1428571,1,0
male,1959,yes,yes,yes,no,yes,No,Civic Duty,2357,No,42410,2,21,0.1428571,1,0
female,1958,yes,yes,yes,no,yes,No,Civic Duty,2357,No,42410,2,21,0.1428571,1,0
male,1955,no,yes,yes,yes,yes,No,Hawthorne,2357,Yes,42411,2,18,0.1111111,0.8333333,1
female,1954,no,yes,yes,yes,yes,No,Hawthorne,2357,Yes,42411,2,18,0.1111111,0.8333333,1
male,1929,yes,yes,yes,yes,yes,No,Control,2357,No,42412,1,18,0.1111111,0.8333333,0
female,1977,no,yes,yes,no,no,Yes,Control,2357,No,42413,2,21,0.2857143,0.8571429,0
male,1974,yes,yes,yes,no,no,Yes,Control,2357,No,42413,2,21,0.2857143,0.8571429,0
female,1955,yes,yes,yes,yes,no,No,Control,2357,Yes,42414,2,21,0.1904762,1,1
male,1955,yes,yes,yes,yes,no,No,Control,2357,Yes,42414,2,21,0.1904762,1,1
female,1965,yes,yes,yes,yes,no,No,Hawthorne,2357,Yes,42415,2,21,0.3809524,0.9047619,1
male,1960,yes,yes,yes,no,no,Yes,Hawthorne,2357,Yes,42415,2,21,0.3809524,0.9047619,1
male,1949,yes,yes,yes,yes,yes,No,Control,2357,Yes,42416,2,21,0.4761905,1,1
female,1957,yes,no,yes,yes,no,No,Control,2357,Yes,42416,2,21,0.4761905,1,1
male,1952,yes,yes,yes,no,no,Yes,Civic Duty,2357,Yes,42417,2,21,0.4761905,1,1
female,1982,yes,no,yes,no,no,No,Civic Duty,2357,No,42417,2,21,0.4761905,1,0
male,1954,yes,yes,yes,yes,no,No,Control,2357,No,42418,2,21,0.1428571,0.952381,0
female,1961,yes,yes,yes,yes,no,No,Control,2357,No,42418,2,21,0.1428571,0.952381,0
male,1942,no,yes,yes,no,yes,Yes,Self,2357,Yes,42419,2,21,0.2380952,0.952381,1
female,1941,no,yes,yes,no,yes,Yes,Self,2357,Yes,42419,2,21,0.2380952,0.952381,1
female,1952,no,yes,yes,yes,yes,No,Self,2357,No,42420,3,21,0.2380952,0.9047619,0
male,1951,no,yes,yes,yes,yes,No,Self,2357,No,42420,3,21,0.2380952,0.9047619,0
male,1982,no,no,yes,no,no,No,Self,2357,No,42420,3,21,0.2380952,0.9047619,0
female,1959,yes,yes,yes,yes,no,No,Control,2357,Yes,42421,2,21,0.2380952,0.9047619,1
male,1958,yes,yes,yes,yes,no,Yes,Control,2357,No,42421,2,21,0.2380952,0.9047619,0
male,1960,yes,yes,yes,no,yes,Yes,Control,2357,No,42422,2,21,0.2380952,0.952381,0
female,1960,yes,yes,yes,no,yes,Yes,Control,2357,Yes,42422,2,21,0.2380952,0.952381,1
male,1959,no,yes,yes,no,yes,No,Control,2357,No,42423,1,21,0.2380952,0.952381,0
male,1965,no,no,yes,no,no,No,Control,2357,No,42424,2,21,0.2380952,0.952381,0
female,1965,yes,yes,yes,no,yes,Yes,Control,2357,No,42424,2,21,0.2380952,0.952381,0
male,1957,yes,yes,yes,no,yes,No,Control,2357,Yes,42425,2,21,0.2380952,0.952381,1
female,1957,yes,yes,yes,yes,yes,No,Control,2357,No,42425,2,21,0.2380952,0.952381,0
female,1961,yes,yes,yes,no,yes,No,Neighbors,2357,Yes,42426,2,21,0.2380952,0.952381,1
male,1959,yes,yes,yes,no,no,No,Neighbors,2357,No,42426,2,21,0.2380952,0.952381,0
female,1961,yes,yes,yes,no,yes,Yes,Self,2360,Yes,42463,2,21,0.1904762,1,1
male,1960,yes,yes,yes,yes,yes,No,Self,2360,Yes,42463,2,21,0.1904762,1,1
male,1983,no,yes,yes,no,yes,Yes,Hawthorne,2360,Yes,42464,3,21,0.4285714,0.952381,1
female,1962,no,yes,yes,no,yes,Yes,Hawthorne,2360,Yes,42464,3,21,0.4285714,0.952381,1
male,1962,no,yes,yes,no,yes,Yes,Hawthorne,2360,Yes,42464,3,21,0.4285714,0.952381,1
male,1966,yes,yes,yes,no,no,No,Civic Duty,2360,No,42465,2,21,0.047619,0.8571429,0
female,1968,yes,yes,yes,no,no,No,Civic Duty,2360,No,42465,2,21,0.047619,0.8571429,0
female,1953,yes,yes,yes,yes,no,No,Control,2360,No,42466,3,21,0.047619,0.8571429,0
male,1950,yes,yes,yes,no,no,No,Control,2360,No,42466,3,21,0.047619,0.8571429,0
female,1985,no,no,yes,no,no,No,Control,2360,No,42466,3,21,0.047619,0.8571429,0
male,1948,yes,yes,yes,yes,no,Yes,Control,2360,Yes,42467,2,21,0.7142857,0.952381,1
female,1949,yes,yes,yes,yes,yes,Yes,Control,2360,Yes,42467,2,21,0.7142857,0.952381,1
male,1941,yes,yes,yes,yes,yes,No,Control,2360,Yes,42468,3,21,0.6190476,0.952381,1
female,1981,no,no,yes,no,no,No,Control,2360,No,42468,3,21,0.6190476,0.952381,0
female,1943,yes,yes,yes,yes,no,No,Control,2360,Yes,42468,3,21,0.6190476,0.952381,1
male,1952,yes,yes,yes,no,yes,No,Control,2360,No,42469,2,21,0.0952381,0.8095238,0
female,1953,yes,yes,yes,no,no,No,Control,2360,No,42469,2,21,0.0952381,0.8095238,0
male,1962,yes,yes,yes,no,yes,No,Control,2360,No,42470,2,21,0.1904762,0.952381,0
female,1961,yes,yes,yes,yes,yes,No,Control,2360,No,42470,2,21,0.1904762,0.952381,0
male,1961,no,yes,yes,yes,no,Yes,Civic Duty,2360,Yes,42471,2,21,0.1904762,0.952381,1
female,1960,yes,yes,yes,no,no,Yes,Civic Duty,2360,Yes,42471,2,21,0.1904762,0.952381,1
female,1968,yes,yes,yes,no,no,No,Neighbors,2360,Yes,42472,2,21,0.1904762,0.952381,1
male,1968,yes,yes,yes,no,no,Yes,Neighbors,2360,Yes,42472,2,21,0.1904762,0.952381,1
female,1956,yes,yes,yes,no,no,No,Control,2360,No,42473,2,21,0.1904762,0.8095238,0
male,1953,yes,yes,yes,no,no,No,Control,2360,No,42473,2,21,0.1904762,0.8095238,0
female,1949,yes,yes,yes,no,no,No,Hawthorne,2360,No,42474,3,21,0.1904762,0.7619048,0
male,1948,yes,yes,yes,no,no,Yes,Hawthorne,2360,No,42474,3,21,0.1904762,0.7619048,0
male,1983,no,no,yes,no,no,No,Hawthorne,2360,No,42474,3,21,0.1904762,0.7619048,0
male,1945,yes,no,yes,no,yes,Yes,Control,2360,No,42475,2,21,0.2857143,0.8571429,0
female,1946,yes,no,yes,no,no,Yes,Control,2360,No,42475,2,21,0.2857143,0.8571429,0
male,1943,yes,yes,yes,no,yes,No,Neighbors,2360,Yes,42476,1,21,0.2857143,0.8571429,1
male,1959,yes,yes,yes,no,yes,No,Self,2360,Yes,42477,2,21,0.0952381,0.952381,1
female,1958,yes,yes,yes,no,yes,No,Self,2360,Yes,42477,2,21,0.0952381,0.952381,1
male,1986,no,no,yes,no,no,No,Control,2360,No,42478,3,21,0.1428571,0.9047619,0
male,1957,yes,yes,yes,no,no,No,Control,2360,No,42478,3,21,0.1428571,0.9047619,0
female,1959,yes,yes,yes,no,no,No,Control,2360,No,42478,3,21,0.1428571,0.9047619,0
female,1965,no,yes,yes,no,no,No,Control,2360,No,42479,2,21,0.0952381,0.9047619,0
male,1962,no,yes,yes,no,no,No,Control,2360,No,42479,2,21,0.0952381,0.9047619,0
female,1961,yes,yes,yes,no,yes,No,Control,2360,No,42480,2,21,0.0952381,0.8571429,0
male,1957,yes,yes,yes,yes,yes,No,Control,2360,No,42480,2,21,0.0952381,0.8571429,0
female,1983,no,no,yes,no,no,No,Self,2375,Yes,42733,3,21,0.5238096,1,1
female,1943,yes,no,yes,yes,no,Yes,Self,2375,Yes,42733,3,21,0.5238096,1,1
male,1942,yes,no,yes,yes,no,Yes,Self,2375,Yes,42733,3,21,0.5238096,1,1
female,1945,yes,yes,yes,no,yes,Yes,Neighbors,2375,Yes,42734,2,21,0.5238096,1,1
male,1944,no,yes,yes,no,yes,Yes,Neighbors,2375,Yes,42734,2,21,0.5238096,1,1
female,1954,yes,no,yes,no,no,No,Control,2375,No,42735,2,21,0.5238096,1,0
male,1953,no,yes,yes,yes,yes,No,Control,2375,Yes,42735,2,21,0.5238096,1,1
male,1981,yes,no,yes,no,no,No,Control,2375,No,42736,3,21,0.3809524,0.952381,0
female,1984,no,no,yes,no,no,Yes,Control,2375,No,42736,3,21,0.3809524,0.952381,0
male,1949,no,yes,yes,no,no,Yes,Control,2375,Yes,42736,3,21,0.3809524,0.952381,1
female,1953,no,yes,yes,no,yes,Yes,Control,2375,Yes,42737,3,21,0.4761905,1,1
male,1950,no,yes,yes,no,yes,Yes,Control,2375,Yes,42737,3,21,0.4761905,1,1
female,1982,yes,yes,yes,no,yes,Yes,Control,2375,No,42737,3,21,0.4761905,1,0
female,1960,no,yes,yes,no,yes,Yes,Control,2375,No,42738,2,21,0.4285714,0.952381,0
male,1958,yes,yes,yes,no,yes,Yes,Control,2375,No,42738,2,21,0.4285714,0.952381,0
male,1985,no,no,yes,no,no,No,Control,2375,No,42739,4,21,0.4285714,1,0
male,1973,yes,no,yes,no,no,No,Control,2375,No,42739,4,21,0.4285714,1,0
female,1949,yes,yes,yes,yes,no,No,Control,2375,No,42739,4,21,0.4285714,1,0
male,1941,no,yes,yes,yes,yes,Yes,Control,2375,No,42739,4,21,0.4285714,1,0
female,1954,no,yes,yes,yes,no,No,Self,2375,Yes,42740,1,21,0.1904762,0.952381,1
male,1943,no,yes,yes,yes,yes,No,Control,2375,Yes,42741,1,21,0.1904762,0.952381,1
male,1945,yes,yes,yes,no,yes,No,Control,2375,Yes,42742,1,21,0.2857143,0.9047619,1
female,1936,yes,yes,yes,no,yes,No,Control,2375,Yes,42743,1,21,0.2857143,0.9047619,1
female,1952,no,yes,yes,no,yes,Yes,Control,2375,No,42744,2,21,0.2380952,0.952381,0
male,1946,yes,yes,yes,no,no,Yes,Control,2375,No,42744,2,21,0.2380952,0.952381,0
male,1963,yes,yes,yes,yes,yes,No,Control,2375,Yes,42745,1,21,0.1428571,0.952381,1
female,1976,no,yes,yes,yes,yes,No,Hawthorne,2375,No,42746,2,21,0,0.952381,0
male,1973,no,yes,yes,yes,yes,No,Hawthorne,2375,No,42746,2,21,0,0.952381,0
male,1971,yes,yes,yes,no,no,Yes,Civic Duty,2375,Yes,42747,1,21,0.047619,0.952381,1
female,1978,yes,yes,yes,yes,yes,No,Hawthorne,2375,No,42748,1,21,0.1428571,0.952381,0
male,1962,no,yes,yes,no,yes,Yes,Neighbors,2375,Yes,42749,1,21,0.2380952,0.952381,1
